RCDTS,Report,School Name_x,District Name_x,School EntityID,School Type_x,#Dist Entity ID,ISBE Region,ROE Area,CohortYear,Tier,ROE Name,Participating?,NCESID,ROE_x,Type,School Name_y,District Name_y,City,County,District Type,District Size,School Type_y,Grades Served,Avg Class Size - All Grades,Summative Designation,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,% 8th Grade Passing Algebra 1,Student Attendance Rate,Student Mobility Rate,Chronically Truant Students,Student Chronic Truancy Rate,High School Dropout Rate - Total,High School 4-Year Graduation Rate - Total,Avg Class Size - All Grades.1,Avg Number of Days of Physical Education per Week Per Student,Total Teacher Headcount,Total Teacher FTE,Avg Teaching Exp,% Novice Teachers,Teacher Retention Rate,Teacher Attendace Rate,Teacher Evaluation Rate,Principal Turnover within 6 Years,Teacher Avg Salary,Admin Avg Salary,Five Essential Survey Effective Leaders,Five Essential Survey Leaders Level,Five Essential Survey Collaborative Teachers,Five Essential Survey Collaborative Teachers Level,Five Essential Survey Involved Families,Five Essential Survey Involved Families Level,Five Essential Survey Supportive Environment,Five Essential Survey Supportive Environment Level,Five Essential Survey Ambitious Instruction,Five Essential Survey Ambitious Instruction Level,Climate Survey Student Response Rate,Climate Survey Teacher Response Rate,# ELA Proficiency,# ELA Student Participation,# Math Proficiency,# Math Participation Total Student,ELA Growth Percentile - Total,Math Growth Percentile,# Science Proficiency,# Science Student Participation,% Science Proficiency,# 9th Grade on Track,% 9th Grade on Track,Chronic Absenteeism,# Students with Discipline Incidents,# Discipline Incidents,# Discipline Incidents - Expulsion: Received Educational Srvcs,# Discipline Incidents - Expulsion: Did not Receive Educational Srvcs,# Discipline Incidents - In-school Suspension,# Discipline Incidents - Out-of-School Suspension,# Discipline Incidents - Removal,State Name [Public School] Latest available year,School Name [Public School] 2021-22,StateID,ParticipatingSchools,Agency Name [Public School] 2021-22,Agency ID - NCES Assigned [Public School] Latest available year,Locale [Public School] 2021-22,Locale,FRL_percent,Female_percent,American Indian/Alaska Native Students [Public School] 2021-22,Asian or Asian/Pacific Islander Students [Public School] 2021-22,Hispanic Students [Public School] 2021-22,Black or African American Students [Public School] 2021-22,White Students [Public School] 2021-22,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2021-22,Two or More Races Students [Public School] 2021-22,Pupil/Teacher Ratio [Public School] 2021-22,School size,Title I School Status [Public School] 2021-22,State School ID [Public School] 2021-22,State Agency ID [Public School] 2021-22,National School Lunch Program [Public School] 2021-22,Free and Reduced Lunch Students [Public School] 2021-22,Male Students [Public School] 2021-22,Female Students [Public School] 2021-22,American Indian/Alaska Native Students [Public School] 2021-22.1,Asian or Asian/Pacific Islander Students [Public School] 2021-22.1,Hispanic Students [Public School] 2021-22.1,Black or African American Students [Public School] 2021-22.1,White Students [Public School] 2021-22.1,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2021-22.1,Two or More Races Students [Public School] 2021-22.1,Total Race/Ethnicity [Public School] 2021-22,teacher_count,Pupil/Teacher Ratio [Public School] 2021-22.1,School Level (SY 2017-18 onward) [Public School] 2021-22,Lowest Grade Offered [Public School] 2021-22,Highest Grade Offered [Public School] 2021-22,ROE_y,ROE_AREA,ROE_AREA_Name,school_id,School Name,student_response_rate,teacher_response_rate,student_n,teacher_n,cdis1,colb,colr,inf3,innv,ins3,pgmc,pnfl,prt4,prti,qpd2,refd,scmt,sdis,socz,trpa,trpr,trte,tsaf,uexp,acno,clar,engg,engl,futr,humr,math,peer,perc,pres,prs2,rigr,safe1,scie,slap,stdy,trts,leaders,teachers,families,environment,instruction,5essentials_overall_score,net5e
1.1023E+14,Chrisman Elementary School- Edgar County CUD 6,Chrisman Elementary School,Edgar County CUD 6,6276,Elementary,6273,11,4,2023,CSI/NA,East Central,1.1023E+14,1.71337E+11,11,School,Chrisman Elementary School,Edgar County CUD 6,Chrisman,Edgar,UNIT,SMALL,ELEMENTARY,PK - 5,,Comprehensive,129,94.6,,,,,,,33.3,33.3,,34.1,,,92,10.4,10,11.1,,,19.2,5,,,,,88,,,1,,,66,4,35,2,44,3,57,3,44,3,80.6,81,10,50,8,50,31.4,21.3,8,15,53.3,,,27.7,,,,,,,,Illinois,Chrisman Elem School,1.1023E+14,1,Edgar County CUD 6,1713370,42-Rural: Distant,4,0.3471074380165289,0.5537190082644629,,0.016528926,0.024793388,,0.9173553719008264,,0.041322314,11.66,121,2-Title I targeted assistance school,IL-11-023-0060-26-1102300602003,IL-11-023-0060-26,No,42,54,67,–,2,3,–,111,–,5,121,10.38,11.66,Elementary,Prekindergarten,5th Grade,11,4,East Central,2427,Chrisman Elementary School,80.6,81,36,21,62,1,43,58,29,55,95,48,47,59,41,6,39,43,69,38,57,52,32,,60,,51,42,,,38,,50,51,,53,50,,,77,68,66,35,44,57,44,3,0
1.2013E+14,Clay City Elementary School- Clay City CUSD 10,Clay City Elementary School,Clay City CUSD 10,4430,Elementary,4427,12,6,2023,CSI/NA,Southeast,1.2013E+14,1.71034E+11,12,School,Clay City Elementary School,Clay City CUSD 10,Clay City,Clay,UNIT,SMALL,ELEMENTARY,PK - 5,,Comprehensive,142,95.8,,,,,,,27.5,26.1,,64.1,18.3,,92.8,8,12,13.2,,,17.7,4.2,,,,,77.4,,,3,,,12,1,1,1,20,2,46,3,29,2,94.1,65.4,7,51,4,51,33.1,31.7,8,23,36.4,,,24.8,16,37,,,19,18,,Illinois,Clay City Elem School,1.2013E+14,1,Clay City CUSD 10,1710340,42-Rural: Distant,4,0.5436241610738255,0.4429530201342282,,,,,0.9865771812080536,,0.013422819,11.73,149,5-Title I schoolwide school,IL-12-013-0100-26-1201301002001,IL-12-013-0100-26,No,81,83,66,–,–,–,–,147,–,2,149,12.7,11.73,Elementary,Prekindergarten,5th Grade,12,6,Southeast,2053,Clay City Elementary School,94.1,65.4,34,26,29,1,1,28,1,1,11,26,33,32,1,1,1,2,1,1,7,1,1,,72,,50,51,,,27,,41,35,,3,26,,,49,44,12,1,20,46,29,1,-4
1.2017E+14,Washington Elementary School- Robinson CUSD 2,Washington Elementary School,Robinson CUSD 2,691,Elementary,687,12,6,2023,TComp,Southeast,1.2017E+14,1.73423E+11,12,School,Washington Elementary School,Robinson CUSD 2,Robinson,Crawford,UNIT,MEDIUM,ELEMENTARY,PK - 2,,Comprehensive,401,88.8,,3.5,,,,5.7,23.9,23.9,,52.4,4.5,,91.7,7.1,,,,,22.1,3,,,,,90.1,,,1,,,,0,,0,,0,,0,,0,0,29.2,,,,,,,,,,,,31,,,,,,,,Illinois,Washington Elem School,1.2017E+14,1,Robinson CUSD 2,1734230,32-Town: Distant,3,0.5181598062953995,0.513317191,,0.004842615,0.046004843,0.007263923,0.87409201,,0.06779661,15.33,413,5-Title I schoolwide school,IL-12-017-0020-26-1201700202007,IL-12-017-0020-26,No,214,201,212,–,2,19,3,361,–,28,413,26.94,15.33,Elementary,Prekindergarten,6th Grade,1,3,West Central,4053,Washington Elementary School,0,29.2,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
1.2051E+14,Parkview Junior High School- Lawrence County CUD 20,Parkview Junior High School,Lawrence County CUD 20,12846,Middle/Jr. High,12844,12,6,2023,TComp,Southeast,1.2051E+14,1.72215E+11,12,School,Parkview Jr High School,Lawrence County CUD 20,Lawrenceville,Lawrence,UNIT,MEDIUM,MIDDLE SCHL,8-Jun,,Comprehensive,227,90.7,,,,,,,16.7,10.1,,54.6,,0,90,11.7,37,15.4,,,20.5,5,,,,,83.7,,,4,,,49,3,38,2,15,1,27,2,56,3,87.3,58.3,57,227,22,226,40.2,37.5,44,79,55.7,,,37.8,2,4,,,1,3,,Illinois,Parkview Jr High School,1.2051E+14,1,Lawrence County CUD 20,1722150,33-Town: Remote,3,0.636734694,0.4408163265306122,,0.004081633,0.028571429,0.028571429,0.9224489795918368,,0.016326531,13.22,245,4-Title I schoolwide eligible school-No program,IL-12-051-0200-26-1205102001007,IL-12-051-0200-26,No,156,137,108,–,1,7,7,226,–,4,245,18.53,13.22,Middle,5th Grade,8th Grade,53,3,West Central,3121,Parkview Jr High School,87.3,58.3,229,24,21,19,43,53,22,31,44,26,10,14,39,39,32,25,63,10,69,57,20,,22,45,59,77,,51,41,1,51,80,1,22,11,44,,21,24,49,38,15,27,56,1,-3
1.30411E+14,J. L. Buford Intermediate Education Center- Mount Vernon SD 80,J. L. Buford Intermediate Education Center,Mount Vernon SD 80,1058,Elementary,1056,13,6,2023,TComp,Southeast,1.30411E+14,1.72734E+11,13,School,J L Buford Intermediate Ed Ctr,Mount Vernon SD 80,Mount Vernon,Jefferson,ELEMENTARY,MEDIUM,ELEMENTARY,5-Apr,,Comprehensive,278,48.9,29.5,4,3.6,,,14,29.1,28.4,3.6,81.3,,,92.8,10.2,22,7.5,,,19.3,5,,,,,77.8,,,2,,,51,3,37,2,20,2,,0,,0,1.1,51.1,34,280,9,280,39.6,39.4,46,133,34.6,,,23.5,8,8,,,5,3,,Illinois,J L Buford Intermediate Ed Ctr,1.30411E+14,1,Mount Vernon SD 80,1727340,32-Town: Distant,3,0.7739463601532567,0.5172413793103449,,0.030651341,0.030651341,0.2950191570881226,0.5210727969348659,,0.1226053639846743,14.05,261,5-Title I schoolwide school,IL-13-041-0800-02-1304108002002,IL-13-041-0800-02,No,202,126,135,–,8,8,77,136,–,32,261,18.57,14.05,Elementary,4th Grade,5th Grade,13,6,Southeast,3449,J L Buford Intermediate Ed Ctr,1.1,51.1,279,45,36,16,28,42,10,52,56,29,25,3,53,51,33,1,99,7,52,56,3,,,,,,,,,,,,,,,,,,,51,37,20,,,2,-2
1.50163E+14,Bogan High School- City of Chicago SD 299,Bogan High School,City of Chicago SD 299,6830,High School,6827,15,CPS,2023,ISI/RNA,CPS,1.50163E+14,1.70993E+11,15,School,Bogan High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,12-Sep,,Intensive,643,,56.6,41.1,,,,,27.1,24,19.3,85.2,3.9,,77.3,18.4,646,81.2,8.4,66.5,21.1,5,,,,,92.3,,,1,,,45,3,52,3,46,3,38,2,62,4,69.1,55.6,6,174,1,174,,,23,160,14.7,96,75,68,87,124,Not Provided,,25,99,Not Provided,Illinois,Bogan High School,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.78125,0.447265625,0.000976563,0.000976563,0.375976563,0.60546875,0.012695313,,0.00390625,18.96,1024,5-Title I schoolwide school,IL-15-016-2990-25-1501629900003,IL-15-016-2990-25,No,800,566,458,1,1,385,620,13,–,4,1024,54,18.96,High,9th Grade,12th Grade,15,7,City of Chicago,,,,,,,,75,21,28,,62,57,62,43,,79,,,,,34,,42,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Farragut Career Academy High School- City of Chicago SD 299,Farragut Career Academy High School,City of Chicago SD 299,6838,High School,6827,15,CPS,2023,ISI/RNA,CPS,1.50163E+14,1.70993E+11,15,School,Farragut Career Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,12-Sep,,Intensive,446,,12.6,85.9,,,,,31.4,27.8,36.1,96.9,6.7,,71.9,19.1,472,82.8,5,62.6,23.3,5,,,,,89.3,,,3,,,43,3,43,3,34,2,44,3,44,3,58.2,57.1,5,156,7,155,,,19,138,14.3,66,81.5,73.5,153,212,Not Provided,Not Provided,138,74,,Illinois,Farragut Career Academy HS,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.9326923076923076,0.4663461538461538,,0.001602564,0.875,0.1121794871794871,0.011217949,,,13.42,624,5-Title I schoolwide school,IL-15-016-2990-25-1501629900011,IL-15-016-2990-25,No,582,333,291,–,1,546,70,7,–,–,624,46.5,13.42,High,9th Grade,12th Grade,15,7,City of Chicago,,,,,,,,52,44,47,,43,51,50,13,,51,,,,,38,,45,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Fenger Academy High School- City of Chicago SD 299,Fenger Academy High School,City of Chicago SD 299,6839,High School,6827,15,CPS,2023,ISI/RNA,CPS,1.50163E+14,1.70993E+11,15,School,Fenger Academy High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,12-Sep,,Intensive,234,,95.7,,,,,,23.1,20.9,,88,37.6,,75.2,29.2,270,84.9,7.9,57.4,24.9,1.9,,,,,63,,,2,,,64,4,57,3,53,3,31,2,38,2,78.8,80,0,64,0,64,,,4,57,7,34,82.9,77.7,86,151,,,62,89,,Illinois,Fenger Academy High School,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8719346049046321,0.4523160762942779,,,0.035422343,0.9591280653950952,0.002724796,,0.002724796,19.84,367,5-Title I schoolwide school,IL-15-016-2990-25-1501629900012,IL-15-016-2990-25,No,320,201,166,–,–,13,352,1,–,1,367,18.5,19.84,High,9th Grade,12th Grade,15,7,City of Chicago,,,,,,,,74,47,30,,77,85,82,33,,85,,,,,45,,53,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Foreman High School- City of Chicago SD 299,Foreman High School,City of Chicago SD 299,6840,High School,6827,15,CPS,2023,ISI/RNA,CPS,1.50163E+14,1.70993E+11,15,School,Foreman High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,12-Sep,,Intensive,572,4.2,16.1,78.7,,,,,26.4,21.5,43.4,90.2,4.4,,74.4,21.5,517,70.9,7.3,56.4,23.3,0,,,,,86.1,,,2,,,41,3,42,3,48,3,39,2,48,3,60.8,66.1,7,144,6,144,,,13,127,10.6,95,74.2,69.1,136,458,Not Provided,,335,123,Not Provided,Illinois,Foreman High School,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.9069111424541608,0.4146685472496474,0.002820874,0.005641749,0.8110014104372355,0.1339915373765867,0.042313117,,0.004231312,14.77,709,5-Title I schoolwide school,IL-15-016-2990-25-1501629900013,IL-15-016-2990-25,No,643,415,294,2,4,575,95,30,–,3,709,48,14.77,High,9th Grade,12th Grade,15,7,City of Chicago,,,,,,,,63,23,35,,40,52,62,34,,66,,,,,47,,19,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Gage Park High School- City of Chicago SD 299,Gage Park High School,City of Chicago SD 299,6841,High School,6827,15,CPS,2023,ISI/RNA,CPS,1.50163E+14,1.70993E+11,15,School,Gage Park High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,12-Sep,,Intensive,329,,32.2,66,,,,,20.7,18.8,40.1,96.4,32.5,,79.9,27.9,349,76.7,11.7,58,21,3,,,,,88.9,,,4,,,52,3,56,3,52,3,50,3,63,4,64.1,91.4,2,94,1,94,,,15,81,18.8,77,91.7,62.1,25,31,Not Provided,,15,16,,Illinois,Gage Park High School,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8964346349745331,0.4465195246179966,0.003395586,,0.565365025,0.4125636672325976,0.008488964,0.003395586,0.006791171,19.31,589,5-Title I schoolwide school,IL-15-016-2990-25-1501629900015,IL-15-016-2990-25,No,528,326,263,2,–,333,243,5,2,4,589,30.5,19.31,High,9th Grade,12th Grade,15,7,City of Chicago,,,,,,,,54,52,42,,60,66,60,45,,76,,,,,50,,67,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Harlan Community Academy High School- City of Chicago SD 299,Harlan Community Academy High School,City of Chicago SD 299,6842,High School,6827,15,CPS,2023,ISI/RNA,CPS,1.50163E+14,1.70993E+11,15,School,Harlan Community Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,12-Sep,,Intensive,266,,97.7,,,,,,30.1,24.8,,93.2,10.5,,66.4,32.8,309,87.3,6.7,60.7,23.9,5,,,,,83.3,,,3,,,31,2,34,2,15,1,14,1,53,3,56.1,82.8,2,70,1,70,,,2,75,2.7,38,60.3,83.6,122,221,Not Provided,,,221,Not Provided,Illinois,Harlan Community Academy HS,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8638297872340426,0.4212765957446808,,,0.019148936,0.9680851063829788,,,0.012765957,17.74,470,5-Title I schoolwide school,IL-15-016-2990-25-1501629900016,IL-15-016-2990-25,No,406,272,198,–,–,9,455,–,–,6,470,26.5,17.74,High,9th Grade,12th Grade,15,7,City of Chicago,,,,,,,,55,20,7,,31,59,41,4,,43,,,,,1,,53,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Hirsch Metropolitan High School- City of Chicago SD 299,Hirsch Metropolitan High School,City of Chicago SD 299,6844,High School,6827,15,CPS,2023,ISI/RNA,CPS,1.50163E+14,1.70993E+11,15,School,Hirsch Metropolitan High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,12-Sep,,Intensive,102,,97.1,,,,,,29.4,28.4,,80.4,,,73,40.5,143,79,14.5,48.8,18.2,5,,,,,81.3,,,2,,,60,4,69,4,55,3,37,2,59,3,57.6,66.7,0,32,0,31,,,2,27,7.4,18,69.2,74,39,74,,,9,65,,Illinois,Hirsch Metropolitan High School,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8015873015873016,0.4047619047619047,,,0.011904762,0.9682539682539684,0.003968254,,0.015873016,19.38,252,5-Title I schoolwide school,IL-15-016-2990-25-1501629900019,IL-15-016-2990-25,No,202,150,102,–,–,3,244,1,–,4,252,13,19.38,High,9th Grade,12th Grade,15,7,City of Chicago,,,,,,,,71,61,39,,66,76,46,46,,99,,,,,72,,63,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Kelvyn Park High School- City of Chicago SD 299,Kelvyn Park High School,City of Chicago SD 299,6849,High School,6827,15,CPS,2023,ISI/RNA,CPS,1.50163E+14,1.70993E+11,15,School,Kelvyn Park High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,12-Jul,,Targeted,482,2.5,8.3,88,,,,,30.5,23.9,45.9,89.8,3.9,12.1,74.8,23.8,468,81,5,71.8,22.8,5,,,,,84.1,,,2,,,40,3,41,3,38,2,45,3,39,2,54,75,8,169,3,168,32.6,40.4,26,113,24.5,72,69.2,74.5,69,113,,,94,19,,Illinois,Kelvyn Park High School,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8605851979345955,0.4802065404475043,0.005163511,0.00172117,0.8760757314974182,0.075731497,0.029259897,0.00172117,0.010327022,14.9,581,5-Title I schoolwide school,IL-15-016-2990-25-1501629900023,IL-15-016-2990-25,No,500,302,279,3,1,509,44,17,1,6,581,39,14.9,High,7th Grade,12th Grade,15,7,City of Chicago,,,,,,,,41,36,34,,35,56,51,36,,39,,,,,26,,53,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Marshall Metropolitan High School- City of Chicago SD 299,Marshall Metropolitan High School,City of Chicago SD 299,6855,High School,6827,15,CPS,2023,ISI/RNA,CPS,1.50163E+14,1.70993E+11,15,School,Marshall Metropolitan High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,12-Sep,,Intensive,189,,97.4,,,,,,28.6,28,,95.8,20.1,,69.6,28.6,225,85.9,7.3,60.6,18,5,,,,,87.5,,,2,,,74,4,73,4,71,4,47,3,74,4,81.2,78.6,1,51,0,51,,,0,40,0,37,92.5,76.7,128,332,,,250,82,,Illinois,Marshall Metropolitan High School,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8936170212765957,0.4539007092198581,,,0.060283688,0.9219858156028368,,,0.017730496,13.12,282,5-Title I schoolwide school,IL-15-016-2990-25-1501629900029,IL-15-016-2990-25,No,252,154,128,–,–,17,260,–,–,5,282,21.5,13.12,High,9th Grade,12th Grade,15,7,City of Chicago,,,,,,,,64,68,45,,94,92,81,66,,99,,,,,65,,84,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Phillips Academy High School- City of Chicago SD 299,Phillips Academy High School,City of Chicago SD 299,6860,High School,6827,15,CPS,2023,ISI/RNA,CPS,1.50163E+14,1.70993E+11,15,School,Phillips Academy High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,12-Sep,,Intensive,448,,90.6,,,,,7.4,20.3,17.4,,93.3,3.3,,65.2,26.8,516,93.5,7.6,70.7,20,5,,,,,76.9,,,3,,,41,3,47,3,39,2,42,3,68,4,63.3,70.5,1,121,2,121,,,10,103,10.1,59,62.8,89.7,79,102,,,11,91,,Illinois,Phillips Academy High School,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8409405255878285,0.4412171507607192,0.001383126,0.013831259,0.02351314,0.9405255878284924,0.012448133,,0.008298755,17.63,723,5-Title I schoolwide school,IL-15-016-2990-25-1501629900034,IL-15-016-2990-25,No,608,404,319,1,10,17,680,9,–,6,723,41,17.63,High,9th Grade,12th Grade,15,7,City of Chicago,,,,,,,,65,24,20,,43,58,65,20,,73,,,,,32,,47,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Tilden Career Communty Academy High School- City of Chicago SD 299,Tilden Career Communty Academy High School,City of Chicago SD 299,6870,High School,6827,15,CPS,2023,ISI/RNA,CPS,1.50163E+14,1.70993E+11,15,School,Tilden Career Communty Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,12-Sep,,Intensive,215,10.2,41.4,44.7,,,,,36.7,30.7,22.3,85.1,26.5,,73.7,21.4,212,80,8.7,57.6,17,,,,,,90,,,2,,,54,3,67,4,43,3,53,3,64,4,66.5,66.7,3,55,2,55,,,5,39,13.9,54,94.7,76.8,31,40,,,5,35,,Illinois,Tilden Career Communty Academy HS,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8262411347517731,0.4361702127659574,,0.046099291,0.5,0.3404255319148936,0.092198582,,0.021276596,12.26,282,5-Title I schoolwide school,IL-15-016-2990-25-1501629900044,IL-15-016-2990-25,No,233,159,123,–,13,141,96,26,–,6,282,23,12.26,High,9th Grade,12th Grade,15,7,City of Chicago,,,,,,,,65,63,41,,56,65,51,54,,80,,,,,24,,73,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Richards Career Academy High School- City of Chicago SD 299,Richards Career Academy High School,City of Chicago SD 299,6889,High School,6827,15,CPS,2023,ISI/RNA,CPS,1.50163E+14,1.70993E+11,15,School,Richards Career Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,12-Sep,,Intensive,275,,41.8,52.7,,,,4.4,26.2,24,37.1,95.3,45.1,,76.1,22.1,314,89.5,8.4,68.8,21.6,2.9,,,,,73.1,,,2,,,62,4,47,3,44,3,48,3,47,3,72.2,76.5,0,70,0,70,,,1,46,2.3,65,82.3,78.8,71,125,,,53,72,,Illinois,Richards Career Academy HS,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8645533141210374,0.4610951008645533,0.002881844,,0.6455331412103746,0.3112391930835735,0.011527378,,0.028818444,15.42,347,5-Title I schoolwide school,IL-15-016-2990-25-1501629900536,IL-15-016-2990-25,No,300,187,160,1,–,224,108,4,–,10,347,22.5,15.42,High,9th Grade,12th Grade,15,7,City of Chicago,,,,,,,,50,36,52,,59,63,59,41,,77,,,,,31,,32,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Clemente Community Academy High School- City of Chicago SD 299,Clemente Community Academy High School,City of Chicago SD 299,6894,High School,6827,15,CPS,2023,CSI/NA,CPS,1.50163E+14,1.70993E+11,15,School,Clemente Community Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,12-Sep,,Comprehensive,591,3,34.7,59.7,,,,,36.7,27.9,22.3,90.7,19.1,,74.6,26.9,692,89.2,5.8,75.6,25.5,2,,,,,85.7,,,4,,,18,1,21,2,36,2,39,2,52,3,59.6,65.3,6,154,4,152,,,24,141,17,118,90.1,79.9,166,404,,,190,214,,Illinois,Clemente Community Academy HS,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8492597577388964,0.4737550471063257,0.006729475,0.006729475,0.6352624495289367,0.3082099596231494,0.033647376,0.00269179,0.006729475,13.04,743,5-Title I schoolwide school,IL-15-016-2990-25-1501629900545,IL-15-016-2990-25,No,631,391,352,5,5,472,229,25,2,5,743,57,13.04,High,9th Grade,12th Grade,15,7,City of Chicago,,,,,,,,39,6,21,,9,30,42,39,,29,,,,,28,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Manley Career Academy High School- City of Chicago SD 299,Manley Career Academy High School,City of Chicago SD 299,6895,High School,6827,15,CPS,2023,ISI/RNA,CPS,1.50163E+14,1.70993E+11,15,School,Manley Career Academy High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,12-Sep,,Intensive,67,,94,,,,,,49.3,41.8,,98.5,14.9,,74.1,52,111,69.4,8.5,34.8,20.7,2.4,,,,,50,,,2,,,57,3,51,3,39,2,26,2,32,2,90.4,92.9,1,41,0,41,,,1,29,3.6,8,53.3,69.6,34,62,,,18,44,,Illinois,Manley Career Academy High School,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8877551020408163,0.4693877551020408,0.005102041,,0.091836735,0.8520408163265306,0.030612245,,0.020408163,18.67,196,5-Title I schoolwide school,IL-15-016-2990-25-1501629900616,IL-15-016-2990-25,No,174,104,92,1,–,18,167,6,–,4,196,10.5,18.67,High,9th Grade,12th Grade,15,7,City of Chicago,,,,,,,,47,54,22,,66,99,41,42,,89,,,,,34,,35,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Bowen High School- City of Chicago SD 299,Bowen High School,City of Chicago SD 299,6956,High School,6827,15,CPS,2023,ISI/RNA,CPS,1.50163E+14,1.70993E+11,15,School,Bowen High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,12-Sep,,Intensive,192,,74,21.4,,,,,35.4,32.8,9.4,93.8,39.1,,73.7,34.2,232,88.2,7.4,58.8,18.2,5,,,,,83.9,,,2,,,44,3,41,3,35,2,39,2,55,3,63.6,81.8,0,53,0,52,,,0,43,0,25,64.1,76,85,225,,,194,31,,Illinois,Bowen High School,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8407643312101911,0.3662420382165605,0.003184713,,0.2038216560509554,0.7738853503184714,0.012738854,,0.006369427,13.51,314,5-Title I schoolwide school,IL-15-016-2990-25-1501629900824,IL-15-016-2990-25,No,264,199,115,1,–,64,243,4,–,2,314,23.25,13.51,High,9th Grade,12th Grade,15,7,City of Chicago,,,,,,,,52,26,35,,29,62,59,21,,63,,,,,24,,35,,,,,,,,,,,,,,,,,,,,,,,,,,
